Date,SUNRISE_LST,SUNSET_LST
12/16/2043,7:13:43,16:30:11
12/17/2043,7:14:23,16:30:29
12/18/2043,7:15:02,16:30:49
12/19/2043,7:15:38,16:31:12
12/20/2043,7:16:13,16:31:36
12/21/2043,7:16:45,16:32:03
12/22/2043,7:17:16,16:32:31
12/23/2043,7:17:45,16:33:02
12/24/2043,7:18:11,16:33:35
12/25/2043,7:18:36,16:34:10
12/26/2043,7:18:59,16:34:46
12/27/2043,7:19:19,16:35:25
12/28/2043,7:19:37,16:36:06
12/29/2043,7:19:53,16:36:48
12/30/2043,7:20:07,16:37:32
12/31/2043,7:20:19,16:38:18
1/1/2044,7:20:28,16:39:06
1/2/2044,7:20:36,16:39:55
1/3/2044,7:20:41,16:40:46
1/4/2044,7:20:43,16:41:38
1/5/2044,7:20:44,16:42:32
1/6/2044,7:20:42,16:43:28
1/7/2044,7:20:38,16:44:24
1/8/2044,7:20:32,16:45:23
1/9/2044,7:20:23,16:46:22
1/10/2044,7:20:13,16:47:23
1/11/2044,7:20:00,16:48:24
1/12/2044,7:19:44,16:49:27
1/13/2044,7:19:27,16:50:31
1/14/2044,7:19:07,16:51:36
1/15/2044,7:18:45,16:52:42
1/16/2044,7:18:21,16:53:48
1/17/2044,7:17:55,16:54:56
1/18/2044,7:17:27,16:56:04
1/19/2044,7:16:56,16:57:13
1/20/2044,7:16:23,16:58:23
1/21/2044,7:15:49,16:59:33
1/22/2044,7:15:12,17:00:44
1/23/2044,7:14:33,17:01:55
1/24/2044,7:13:52,17:03:07
1/25/2044,7:13:10,17:04:20
1/26/2044,7:12:25,17:05:32
1/27/2044,7:11:38,17:06:45
1/28/2044,7:10:50,17:07:58
1/29/2044,7:09:59,17:09:12
1/30/2044,7:09:07,17:10:25
1/31/2044,7:08:13,17:11:39
2/1/2044,7:07:18,17:12:53
2/2/2044,7:06:20,17:14:07
2/3/2044,7:05:21,17:15:21
2/4/2044,7:04:20,17:16:35
2/5/2044,7:03:18,17:17:49
2/6/2044,7:02:13,17:19:03
2/7/2044,7:01:08,17:20:17
2/8/2044,7:00:01,17:21:31
2/9/2044,6:58:52,17:22:45
2/10/2044,6:57:42,17:23:59
2/11/2044,6:56:31,17:25:12
2/12/2044,6:55:18,17:26:25
2/13/2044,6:54:03,17:27:38
2/14/2044,6:52:48,17:28:51
2/15/2044,6:51:31,17:30:04
2/16/2044,6:50:13,17:31:16
2/17/2044,6:48:54,17:32:28
2/18/2044,6:47:34,17:33:40
2/19/2044,6:46:12,17:34:52
2/20/2044,6:44:50,17:36:03
2/21/2044,6:43:26,17:37:14
2/22/2044,6:42:01,17:38:25
2/23/2044,6:40:36,17:39:35
2/24/2044,6:39:09,17:40:45
2/25/2044,6:37:42,17:41:55
2/26/2044,6:36:13,17:43:05
2/27/2044,6:34:44,17:44:14
2/28/2044,6:33:14,17:45:23
2/29/2044,6:31:43,17:46:32
3/1/2044,6:30:12,17:47:40
3/2/2044,6:28:39,17:48:48
3/3/2044,6:27:07,17:49:56
3/4/2044,6:25:33,17:51:03
3/5/2044,6:23:59,17:52:10
3/6/2044,6:22:24,17:53:17
3/7/2044,6:20:49,17:54:24
3/8/2044,6:19:13,17:55:30
3/9/2044,6:17:37,17:56:36
3/10/2044,6:16:00,17:57:42
3/11/2044,6:14:23,17:58:47
3/12/2044,6:12:46,17:59:53
3/13/2044,6:11:08,18:00:58
3/14/2044,6:09:30,18:02:03
3/15/2044,6:07:52,18:03:08
3/16/2044,6:06:13,18:04:12
3/17/2044,6:04:34,18:05:17
3/18/2044,6:02:55,18:06:21
3/19/2044,6:01:16,18:07:25
3/20/2044,5:59:37,18:08:29
3/21/2044,5:57:58,18:09:32
3/22/2044,5:56:18,18:10:36
3/23/2044,5:54:39,18:11:40
3/24/2044,5:52:59,18:12:43
3/25/2044,5:51:20,18:13:46
3/26/2044,5:49:41,18:14:50
3/27/2044,5:48:01,18:15:53
3/28/2044,5:46:22,18:16:56
3/29/2044,5:44:43,18:17:59
3/30/2044,5:43:05,18:19:02
3/31/2044,5:41:26,18:20:05
4/1/2044,5:39:48,18:21:07
4/2/2044,5:38:10,18:22:10
4/3/2044,5:36:32,18:23:13
4/4/2044,5:34:54,18:24:16
4/5/2044,5:33:17,18:25:19
4/6/2044,5:31:41,18:26:21
4/7/2044,5:30:04,18:27:24
4/8/2044,5:28:28,18:28:27
4/9/2044,5:26:53,18:29:30
4/10/2044,5:25:18,18:30:33
4/11/2044,5:23:44,18:31:35
4/12/2044,5:22:10,18:32:38
4/13/2044,5:20:37,18:33:41
4/14/2044,5:19:05,18:34:44
4/15/2044,5:17:33,18:35:47
4/16/2044,5:16:02,18:36:50
4/17/2044,5:14:32,18:37:53
4/18/2044,5:13:02,18:38:56
4/19/2044,5:11:33,18:39:59
4/20/2044,5:10:05,18:41:02
4/21/2044,5:08:38,18:42:04
4/22/2044,5:07:12,18:43:07
4/23/2044,5:05:46,18:44:10
4/24/2044,5:04:22,18:45:13
4/25/2044,5:02:59,18:46:16
4/26/2044,5:01:36,18:47:19
4/27/2044,5:00:15,18:48:22
4/28/2044,4:58:55,18:49:24
4/29/2044,4:57:36,18:50:27
4/30/2044,4:56:18,18:51:30
5/1/2044,4:55:01,18:52:32
5/2/2044,4:53:45,18:53:34
5/3/2044,4:52:31,18:54:36
5/4/2044,4:51:18,18:55:38
5/5/2044,4:50:06,18:56:40
5/6/2044,4:48:55,18:57:42
5/7/2044,4:47:46,18:58:43
5/8/2044,4:46:39,18:59:44
5/9/2044,4:45:32,19:00:45
5/10/2044,4:44:27,19:01:45
5/11/2044,4:43:24,19:02:45
5/12/2044,4:42:22,19:03:45
5/13/2044,4:41:22,19:04:44
5/14/2044,4:40:23,19:05:43
5/15/2044,4:39:26,19:06:42
5/16/2044,4:38:31,19:07:40
5/17/2044,4:37:37,19:08:37
5/18/2044,4:36:45,19:09:34
5/19/2044,4:35:54,19:10:30
5/20/2044,4:35:06,19:11:26
5/21/2044,4:34:19,19:12:20
5/22/2044,4:33:34,19:13:15
5/23/2044,4:32:50,19:14:08
5/24/2044,4:32:09,19:15:00
5/25/2044,4:31:29,19:15:52
5/26/2044,4:30:51,19:16:43
5/27/2044,4:30:15,19:17:33
5/28/2044,4:29:41,19:18:22
5/29/2044,4:29:09,19:19:10
5/30/2044,4:28:39,19:19:57
5/31/2044,4:28:11,19:20:42
6/1/2044,4:27:44,19:21:27
6/2/2044,4:27:20,19:22:10
6/3/2044,4:26:58,19:22:52
6/4/2044,4:26:37,19:23:33
6/5/2044,4:26:19,19:24:13
6/6/2044,4:26:03,19:24:51
6/7/2044,4:25:48,19:25:28
6/8/2044,4:25:36,19:26:03
6/9/2044,4:25:25,19:26:37
6/10/2044,4:25:17,19:27:10
6/11/2044,4:25:10,19:27:40
6/12/2044,4:25:06,19:28:10
6/13/2044,4:25:03,19:28:37
6/14/2044,4:25:03,19:29:03
6/15/2044,4:25:04,19:29:27
6/16/2044,4:25:07,19:29:50
6/17/2044,4:25:13,19:30:11
6/18/2044,4:25:20,19:30:30
6/19/2044,4:25:29,19:30:47
6/20/2044,4:25:40,19:31:02
6/21/2044,4:25:52,19:31:16
6/22/2044,4:26:07,19:31:27
6/23/2044,4:26:23,19:31:37
6/24/2044,4:26:41,19:31:44
6/25/2044,4:27:01,19:31:50
6/26/2044,4:27:23,19:31:54
6/27/2044,4:27:46,19:31:56
6/28/2044,4:28:10,19:31:56
6/29/2044,4:28:37,19:31:53
6/30/2044,4:29:05,19:31:49
7/1/2044,4:29:34,19:31:43
7/2/2044,4:30:05,19:31:35
7/3/2044,4:30:38,19:31:24
7/4/2044,4:31:12,19:31:12
7/5/2044,4:31:47,19:30:58
7/6/2044,4:32:24,19:30:41
7/7/2044,4:33:01,19:30:23
7/8/2044,4:33:40,19:30:02
7/9/2044,4:34:21,19:29:40
7/10/2044,4:35:02,19:29:15
7/11/2044,4:35:45,19:28:49
7/12/2044,4:36:29,19:28:20
7/13/2044,4:37:13,19:27:50
7/14/2044,4:37:59,19:27:17
7/15/2044,4:38:46,19:26:43
7/16/2044,4:39:33,19:26:07
7/17/2044,4:40:22,19:25:28
7/18/2044,4:41:11,19:24:48
7/19/2044,4:42:01,19:24:06
7/20/2044,4:42:52,19:23:23
7/21/2044,4:43:44,19:22:37
7/22/2044,4:44:36,19:21:49
7/23/2044,4:45:29,19:21:00
7/24/2044,4:46:22,19:20:09
7/25/2044,4:47:16,19:19:16
7/26/2044,4:48:11,19:18:22
7/27/2044,4:49:06,19:17:26
7/28/2044,4:50:01,19:16:28
7/29/2044,4:50:57,19:15:28
7/30/2044,4:51:53,19:14:27
7/31/2044,4:52:50,19:13:25
8/1/2044,4:53:47,19:12:20
8/2/2044,4:54:44,19:11:15
8/3/2044,4:55:41,19:10:08
8/4/2044,4:56:39,19:08:59
8/5/2044,4:57:37,19:07:49
8/6/2044,4:58:35,19:06:38
8/7/2044,4:59:33,19:05:25
8/8/2044,5:00:32,19:04:11
8/9/2044,5:01:30,19:02:55
8/10/2044,5:02:29,19:01:39
8/11/2044,5:03:28,19:00:21
8/12/2044,5:04:26,18:59:02
8/13/2044,5:05:25,18:57:41
8/14/2044,5:06:24,18:56:20
8/15/2044,5:07:23,18:54:58
8/16/2044,5:08:22,18:53:34
8/17/2044,5:09:21,18:52:09
8/18/2044,5:10:20,18:50:44
8/19/2044,5:11:19,18:49:17
8/20/2044,5:12:18,18:47:50
8/21/2044,5:13:17,18:46:21
8/22/2044,5:14:16,18:44:52
8/23/2044,5:15:15,18:43:22
8/24/2044,5:16:14,18:41:51
8/25/2044,5:17:12,18:40:19
8/26/2044,5:18:11,18:38:47
8/27/2044,5:19:10,18:37:14
8/28/2044,5:20:08,18:35:40
8/29/2044,5:21:07,18:34:05
8/30/2044,5:22:05,18:32:30
8/31/2044,5:23:04,18:30:54
9/1/2044,5:24:02,18:29:18
9/2/2044,5:25:01,18:27:41
9/3/2044,5:25:59,18:26:03
9/4/2044,5:26:57,18:24:26
9/5/2044,5:27:56,18:22:47
9/6/2044,5:28:54,18:21:09
9/7/2044,5:29:52,18:19:29
9/8/2044,5:30:50,18:17:50
9/9/2044,5:31:49,18:16:10
9/10/2044,5:32:47,18:14:30
9/11/2044,5:33:45,18:12:49
9/12/2044,5:34:43,18:11:09
9/13/2044,5:35:42,18:09:28
9/14/2044,5:36:40,18:07:47
9/15/2044,5:37:38,18:06:06
9/16/2044,5:38:37,18:04:24
9/17/2044,5:39:35,18:02:43
9/18/2044,5:40:34,18:01:01
9/19/2044,5:41:33,17:59:20
9/20/2044,5:42:31,17:57:38
9/21/2044,5:43:30,17:55:57
9/22/2044,5:44:29,17:54:15
9/23/2044,5:45:29,17:52:34
9/24/2044,5:46:28,17:50:52
9/25/2044,5:47:27,17:49:11
9/26/2044,5:48:27,17:47:30
9/27/2044,5:49:27,17:45:49
9/28/2044,5:50:27,17:44:09
9/29/2044,5:51:27,17:42:28
9/30/2044,5:52:27,17:40:48
10/1/2044,5:53:28,17:39:09
10/2/2044,5:54:28,17:37:29
10/3/2044,5:55:30,17:35:50
10/4/2044,5:56:31,17:34:12
10/5/2044,5:57:32,17:32:33
10/6/2044,5:58:34,17:30:56
10/7/2044,5:59:36,17:29:19
10/8/2044,6:00:39,17:27:42
10/9/2044,6:01:41,17:26:06
10/10/2044,6:02:44,17:24:30
10/11/2044,6:03:47,17:22:56
10/12/2044,6:04:51,17:21:21
10/13/2044,6:05:55,17:19:48
10/14/2044,6:06:59,17:18:15
10/15/2044,6:08:04,17:16:43
10/16/2044,6:09:08,17:15:12
10/17/2044,6:10:14,17:13:42
10/18/2044,6:11:19,17:12:12
10/19/2044,6:12:25,17:10:44
10/20/2044,6:13:31,17:09:16
10/21/2044,6:14:38,17:07:50
10/22/2044,6:15:44,17:06:24
10/23/2044,6:16:52,17:05:00
10/24/2044,6:17:59,17:03:36
10/25/2044,6:19:07,17:02:14
10/26/2044,6:20:15,17:00:53
10/27/2044,6:21:23,16:59:33
10/28/2044,6:22:32,16:58:14
10/29/2044,6:23:41,16:56:57
10/30/2044,6:24:50,16:55:41
10/31/2044,6:26:00,16:54:26
11/1/2044,6:27:09,16:53:13
11/2/2044,6:28:19,16:52:01
11/3/2044,6:29:29,16:50:50
11/4/2044,6:30:39,16:49:41
11/5/2044,6:31:50,16:48:34
11/6/2044,6:33:00,16:47:28
11/7/2044,6:34:11,16:46:24
11/8/2044,6:35:22,16:45:21
11/9/2044,6:36:33,16:44:20
11/10/2044,6:37:43,16:43:20
11/11/2044,6:38:54,16:42:23
11/12/2044,6:40:05,16:41:27
11/13/2044,6:41:16,16:40:33
11/14/2044,6:42:26,16:39:41
11/15/2044,6:43:36,16:38:50
11/16/2044,6:44:47,16:38:02
11/17/2044,6:45:57,16:37:16
11/18/2044,6:47:06,16:36:31
11/19/2044,6:48:15,16:35:48
11/20/2044,6:49:24,16:35:08
11/21/2044,6:50:33,16:34:29
11/22/2044,6:51:41,16:33:53
11/23/2044,6:52:49,16:33:19
11/24/2044,6:53:55,16:32:46
11/25/2044,6:55:02,16:32:16
11/26/2044,6:56:07,16:31:48
11/27/2044,6:57:12,16:31:23
11/28/2044,6:58:17,16:30:59
11/29/2044,6:59:20,16:30:38
11/30/2044,7:00:22,16:30:19
12/1/2044,7:01:24,16:30:02
12/2/2044,7:02:24,16:29:48
12/3/2044,7:03:23,16:29:35
12/4/2044,7:04:22,16:29:25
12/5/2044,7:05:19,16:29:18
12/6/2044,7:06:15,16:29:12
12/7/2044,7:07:09,16:29:09
12/8/2044,7:08:02,16:29:09
12/9/2044,7:08:54,16:29:10
12/10/2044,7:09:45,16:29:14
12/11/2044,7:10:33,16:29:20
12/12/2044,7:11:21,16:29:28
12/13/2044,7:12:06,16:29:39
12/14/2044,7:12:51,16:29:52
12/15/2044,7:13:33,16:30:07
12/16/2044,7:14:13,16:30:24
12/17/2044,7:14:52,16:30:44
12/18/2044,7:15:29,16:31:06
12/19/2044,7:16:04,16:31:30
12/20/2044,7:16:37,16:31:56
12/21/2044,7:17:09,16:32:24
12/22/2044,7:17:38,16:32:54
12/23/2044,7:18:05,16:33:27
12/24/2044,7:18:30,16:34:01
12/25/2044,7:18:53,16:34:37
12/26/2044,7:19:14,16:35:15
12/27/2044,7:19:33,16:35:56
12/28/2044,7:19:49,16:36:38
12/29/2044,7:20:04,16:37:21
12/30/2044,7:20:16,16:38:07
12/31/2044,7:20:26,16:38:54
1/1/2045,7:20:34,16:39:43
1/2/2045,7:20:39,16:40:33
1/3/2045,7:20:43,16:41:26
1/4/2045,7:20:44,16:42:19
1/5/2045,7:20:43,16:43:14
1/6/2045,7:20:39,16:44:11
1/7/2045,7:20:33,16:45:08
1/8/2045,7:20:25,16:46:07
1/9/2045,7:20:15,16:47:08
1/10/2045,7:20:03,16:48:09
1/11/2045,7:19:48,16:49:12
1/12/2045,7:19:31,16:50:15
1/13/2045,7:19:12,16:51:20
1/14/2045,7:18:50,16:52:26
1/15/2045,7:18:27,16:53:32
1/16/2045,7:18:01,16:54:39
1/17/2045,7:17:33,16:55:48
1/18/2045,7:17:03,16:56:56
1/19/2045,7:16:31,16:58:06
1/20/2045,7:15:57,16:59:16
1/21/2045,7:15:21,17:00:27
1/22/2045,7:14:42,17:01:38
1/23/2045,7:14:02,17:02:50
1/24/2045,7:13:20,17:04:02
1/25/2045,7:12:36,17:05:14
1/26/2045,7:11:50,17:06:27
1/27/2045,7:11:01,17:07:41
1/28/2045,7:10:12,17:08:54
1/29/2045,7:09:20,17:10:08
1/30/2045,7:08:26,17:11:21
1/31/2045,7:07:31,17:12:35
2/1/2045,7:06:34,17:13:49
2/2/2045,7:05:35,17:15:03
2/3/2045,7:04:35,17:16:17
2/4/2045,7:03:33,17:17:31
2/5/2045,7:02:29,17:18:46
2/6/2045,7:01:24,17:20:00
2/7/2045,7:00:17,17:21:13
2/8/2045,6:59:09,17:22:27
2/9/2045,6:57:59,17:23:41
2/10/2045,6:56:48,17:24:54
2/11/2045,6:55:35,17:26:08
2/12/2045,6:54:21,17:27:21
2/13/2045,6:53:06,17:28:34
2/14/2045,6:51:50,17:29:46
2/15/2045,6:50:32,17:30:59
2/16/2045,6:49:13,17:32:11
2/17/2045,6:47:53,17:33:23
2/18/2045,6:46:32,17:34:35
2/19/2045,6:45:09,17:35:46
2/20/2045,6:43:46,17:36:57
2/21/2045,6:42:22,17:38:08
2/22/2045,6:40:56,17:39:18
2/23/2045,6:39:30,17:40:29
2/24/2045,6:38:03,17:41:38
2/25/2045,6:36:34,17:42:48
2/26/2045,6:35:05,17:43:57
2/27/2045,6:33:36,17:45:06
2/28/2045,6:32:05,17:46:15
3/1/2045,6:30:34,17:47:23
3/2/2045,6:29:02,17:48:31
3/3/2045,6:27:29,17:49:39
3/4/2045,6:25:55,17:50:47
3/5/2045,6:24:22,17:51:54
3/6/2045,6:22:47,17:53:01
3/7/2045,6:21:12,17:54:07
3/8/2045,6:19:36,17:55:14
3/9/2045,6:18:00,17:56:20
3/10/2045,6:16:24,17:57:26
3/11/2045,6:14:47,17:58:32
3/12/2045,6:13:09,17:59:37
3/13/2045,6:11:32,18:00:42
3/14/2045,6:09:54,18:01:47
3/15/2045,6:08:15,18:02:52
3/16/2045,6:06:37,18:03:57
3/17/2045,6:04:58,18:05:01
3/18/2045,6:03:19,18:06:05
3/19/2045,6:01:40,18:07:09
3/20/2045,6:00:01,18:08:13
3/21/2045,5:58:22,18:09:17
3/22/2045,5:56:42,18:10:21
3/23/2045,5:55:03,18:11:24
3/24/2045,5:53:23,18:12:28
3/25/2045,5:51:44,18:13:31
3/26/2045,5:50:05,18:14:34
3/27/2045,5:48:25,18:15:37
3/28/2045,5:46:46,18:16:41
3/29/2045,5:45:07,18:17:44
3/30/2045,5:43:28,18:18:46
3/31/2045,5:41:50,18:19:49
4/1/2045,5:40:11,18:20:52
4/2/2045,5:38:33,18:21:55
4/3/2045,5:36:55,18:22:58
4/4/2045,5:35:18,18:24:01
4/5/2045,5:33:41,18:25:04
4/6/2045,5:32:04,18:26:06
4/7/2045,5:30:27,18:27:09
4/8/2045,5:28:52,18:28:12
4/9/2045,5:27:16,18:29:15
4/10/2045,5:25:41,18:30:17
4/11/2045,5:24:07,18:31:20
4/12/2045,5:22:33,18:32:23
4/13/2045,5:21:00,18:33:26
4/14/2045,5:19:27,18:34:29
4/15/2045,5:17:55,18:35:32
4/16/2045,5:16:24,18:36:35
4/17/2045,5:14:53,18:37:38
4/18/2045,5:13:23,18:38:41
4/19/2045,5:11:54,18:39:43
4/20/2045,5:10:26,18:40:46
4/21/2045,5:08:59,18:41:49
4/22/2045,5:07:32,18:42:52
4/23/2045,5:06:07,18:43:55
4/24/2045,5:04:42,18:44:58
4/25/2045,5:03:19,18:46:01
4/26/2045,5:01:56,18:47:04
4/27/2045,5:00:35,18:48:07
4/28/2045,4:59:14,18:49:09
4/29/2045,4:57:55,18:50:12
4/30/2045,4:56:36,18:51:15
5/1/2045,4:55:19,18:52:17
5/2/2045,4:54:03,18:53:19
5/3/2045,4:52:49,18:54:22
5/4/2045,4:51:35,18:55:24
5/5/2045,4:50:23,18:56:25
5/6/2045,4:49:12,18:57:27
5/7/2045,4:48:03,18:58:28
5/8/2045,4:46:55,18:59:29
5/9/2045,4:45:48,19:00:30
5/10/2045,4:44:43,19:01:31
5/11/2045,4:43:39,19:02:31
5/12/2045,4:42:37,19:03:31
5/13/2045,4:41:37,19:04:30
5/14/2045,4:40:37,19:05:29
5/15/2045,4:39:40,19:06:28
5/16/2045,4:38:44,19:07:26
5/17/2045,4:37:50,19:08:23
5/18/2045,4:36:57,19:09:20
5/19/2045,4:36:07,19:10:17
5/20/2045,4:35:17,19:11:12
5/21/2045,4:34:30,19:12:07
5/22/2045,4:33:45,19:13:02
5/23/2045,4:33:01,19:13:55
5/24/2045,4:32:19,19:14:48
5/25/2045,4:31:39,19:15:40
5/26/2045,4:31:00,19:16:31
5/27/2045,4:30:24,19:17:21
5/28/2045,4:29:50,19:18:10
5/29/2045,4:29:17,19:18:58
5/30/2045,4:28:46,19:19:45
5/31/2045,4:28:18,19:20:31
6/1/2045,4:27:51,19:21:16
6/2/2045,4:27:26,19:22:00
6/3/2045,4:27:03,19:22:42
6/4/2045,4:26:42,19:23:24
6/5/2045,4:26:23,19:24:03
6/6/2045,4:26:07,19:24:42
6/7/2045,4:25:52,19:25:19
6/8/2045,4:25:39,19:25:55
6/9/2045,4:25:28,19:26:29
6/10/2045,4:25:19,19:27:02
6/11/2045,4:25:12,19:27:33
6/12/2045,4:25:07,19:28:03
6/13/2045,4:25:04,19:28:31
6/14/2045,4:25:03,19:28:57
6/15/2045,4:25:04,19:29:22
6/16/2045,4:25:07,19:29:45
6/17/2045,4:25:11,19:30:06
6/18/2045,4:25:18,19:30:25
6/19/2045,4:25:27,19:30:43
6/20/2045,4:25:37,19:30:59
6/21/2045,4:25:49,19:31:12
6/22/2045,4:26:03,19:31:24
6/23/2045,4:26:19,19:31:35
6/24/2045,4:26:37,19:31:43
6/25/2045,4:26:56,19:31:49
6/26/2045,4:27:17,19:31:53
6/27/2045,4:27:40,19:31:55
6/28/2045,4:28:05,19:31:56
6/29/2045,4:28:31,19:31:54
6/30/2045,4:28:58,19:31:50
7/1/2045,4:29:27,19:31:45
7/2/2045,4:29:58,19:31:37
7/3/2045,4:30:30,19:31:27
7/4/2045,4:31:04,19:31:15
7/5/2045,4:31:39,19:31:01
7/6/2045,4:32:15,19:30:45
7/7/2045,4:32:52,19:30:27
7/8/2045,4:33:31,19:30:07
7/9/2045,4:34:11,19:29:45
7/10/2045,4:34:52,19:29:21
7/11/2045,4:35:35,19:28:55
7/12/2045,4:36:18,19:28:27
7/13/2045,4:37:03,19:27:57
7/14/2045,4:37:48,19:27:25
7/15/2045,4:38:35,19:26:51
7/16/2045,4:39:22,19:26:16
7/17/2045,4:40:10,19:25:38
7/18/2045,4:41:00,19:24:58
7/19/2045,4:41:49,19:24:17
7/20/2045,4:42:40,19:23:33
7/21/2045,4:43:31,19:22:48
7/22/2045,4:44:24,19:22:01
7/23/2045,4:45:16,19:21:12
7/24/2045,4:46:10,19:20:21
7/25/2045,4:47:03,19:19:29
7/26/2045,4:47:58,19:18:35
7/27/2045,4:48:53,19:17:39
7/28/2045,4:49:48,19:16:42
7/29/2045,4:50:44,19:15:43
7/30/2045,4:51:40,19:14:42
7/31/2045,4:52:36,19:13:40
8/1/2045,4:53:33,19:12:36
8/2/2045,4:54:30,19:11:31
8/3/2045,4:55:28,19:10:24
8/4/2045,4:56:25,19:09:16
8/5/2045,4:57:23,19:08:06
8/6/2045,4:58:21,19:06:55
8/7/2045,4:59:19,19:05:42
8/8/2045,5:00:18,19:04:29
8/9/2045,5:01:16,19:03:14
8/10/2045,5:02:15,19:01:57
8/11/2045,5:03:14,19:00:40
8/12/2045,5:04:13,18:59:21
8/13/2045,5:05:11,18:58:01
8/14/2045,5:06:10,18:56:40
8/15/2045,5:07:09,18:55:18
8/16/2045,5:08:08,18:53:54
8/17/2045,5:09:07,18:52:30
8/18/2045,5:10:06,18:51:05
8/19/2045,5:11:05,18:49:38
8/20/2045,5:12:04,18:48:11
8/21/2045,5:13:03,18:46:43
8/22/2045,5:14:02,18:45:14
8/23/2045,5:15:01,18:43:44
8/24/2045,5:16:00,18:42:13
8/25/2045,5:16:58,18:40:41
8/26/2045,5:17:57,18:39:09
8/27/2045,5:18:56,18:37:36
8/28/2045,5:19:54,18:36:02
8/29/2045,5:20:53,18:34:28
8/30/2045,5:21:51,18:32:53
8/31/2045,5:22:50,18:31:17
9/1/2045,5:23:48,18:29:41
9/2/2045,5:24:47,18:28:04
9/3/2045,5:25:45,18:26:27
9/4/2045,5:26:43,18:24:49
9/5/2045,5:27:42,18:23:11
9/6/2045,5:28:40,18:21:32
9/7/2045,5:29:38,18:19:53
9/8/2045,5:30:36,18:18:14
9/9/2045,5:31:35,18:16:34
9/10/2045,5:32:33,18:14:54
9/11/2045,5:33:31,18:13:14
9/12/2045,5:34:29,18:11:33
9/13/2045,5:35:28,18:09:52
9/14/2045,5:36:26,18:08:11
9/15/2045,5:37:24,18:06:30
9/16/2045,5:38:23,18:04:49
9/17/2045,5:39:21,18:03:07
9/18/2045,5:40:20,18:01:26
9/19/2045,5:41:19,17:59:44
9/20/2045,5:42:17,17:58:03
9/21/2045,5:43:16,17:56:21
9/22/2045,5:44:15,17:54:40
9/23/2045,5:45:14,17:52:58
9/24/2045,5:46:14,17:51:17
9/25/2045,5:47:13,17:49:36
9/26/2045,5:48:13,17:47:54
9/27/2045,5:49:12,17:46:14
9/28/2045,5:50:12,17:44:33
9/29/2045,5:51:12,17:42:53
9/30/2045,5:52:13,17:41:12
10/1/2045,5:53:13,17:39:33
10/2/2045,5:54:14,17:37:53
10/3/2045,5:55:15,17:36:14
10/4/2045,5:56:16,17:34:35
10/5/2045,5:57:18,17:32:57
10/6/2045,5:58:19,17:31:19
10/7/2045,5:59:21,17:29:42
10/8/2045,6:00:24,17:28:05
10/9/2045,6:01:26,17:26:29
10/10/2045,6:02:29,17:24:53
10/11/2045,6:03:32,17:23:18
10/12/2045,6:04:36,17:21:44
10/13/2045,6:05:39,17:20:10
10/14/2045,6:06:44,17:18:38
10/15/2045,6:07:48,17:17:05
10/16/2045,6:08:53,17:15:34
10/17/2045,6:09:58,17:14:04
10/18/2045,6:11:03,17:12:34
10/19/2045,6:12:09,17:11:05
10/20/2045,6:13:15,17:09:38
10/21/2045,6:14:22,17:08:11
10/22/2045,6:15:28,17:06:45
10/23/2045,6:16:35,17:05:20
10/24/2045,6:17:43,17:03:56
10/25/2045,6:18:50,17:02:34
10/26/2045,6:19:58,17:01:13
10/27/2045,6:21:07,16:59:52
10/28/2045,6:22:15,16:58:33
10/29/2045,6:23:24,16:57:16
10/30/2045,6:24:33,16:55:59
10/31/2045,6:25:43,16:54:44
11/1/2045,6:26:52,16:53:30
11/2/2045,6:28:02,16:52:18
11/3/2045,6:29:12,16:51:07
11/4/2045,6:30:22,16:49:58
11/5/2045,6:31:33,16:48:50
11/6/2045,6:32:43,16:47:44
11/7/2045,6:33:54,16:46:39
11/8/2045,6:35:05,16:45:36
11/9/2045,6:36:15,16:44:34
11/10/2045,6:37:26,16:43:35
11/11/2045,6:38:37,16:42:37
11/12/2045,6:39:48,16:41:40
11/13/2045,6:40:58,16:40:46
11/14/2045,6:42:09,16:39:53
11/15/2045,6:43:19,16:39:02
11/16/2045,6:44:30,16:38:14
11/17/2045,6:45:40,16:37:27
11/18/2045,6:46:49,16:36:42
11/19/2045,6:47:59,16:35:59
11/20/2045,6:49:08,16:35:18
11/21/2045,6:50:16,16:34:39
11/22/2045,6:51:24,16:34:02
11/23/2045,6:52:32,16:33:27
11/24/2045,6:53:39,16:32:54
11/25/2045,6:54:46,16:32:23
11/26/2045,6:55:51,16:31:55
11/27/2045,6:56:57,16:31:29
11/28/2045,6:58:01,16:31:05
11/29/2045,6:59:04,16:30:43
11/30/2045,7:00:07,16:30:23
12/1/2045,7:01:09,16:30:06
12/2/2045,7:02:09,16:29:51
12/3/2045,7:03:09,16:29:38
12/4/2045,7:04:08,16:29:28
12/5/2045,7:05:05,16:29:19
12/6/2045,7:06:01,16:29:13
12/7/2045,7:06:56,16:29:10
12/8/2045,7:07:49,16:29:09
12/9/2045,7:08:42,16:29:09
12/10/2045,7:09:32,16:29:13
12/11/2045,7:10:22,16:29:18
12/12/2045,7:11:09,16:29:26
12/13/2045,7:11:55,16:29:36
12/14/2045,7:12:40,16:29:49
12/15/2045,7:13:22,16:30:03
12/16/2045,7:14:04,16:30:20
12/17/2045,7:14:43,16:30:39
12/18/2045,7:15:20,16:31:00
12/19/2045,7:15:56,16:31:24
